fid,samp,mass,vv,tlh,tdh,trh,path,t2,tmax,gear,replicate,mod,hi,NJ,may,jun,july,aug,year,time,sample
2670,505,0.000001,NA,NA,NA,NA,0,1,0,0,1,1,0,0,0,1,0,0,1,12,142
2671,506,0.1,3,3,2,1,2,1,0,0,2,1,0,0,0,1,0,0,1,12,142
2672,506,0.01,3,3,0,0,0,1,0,0,2,1,0,0,0,1,0,0,1,12,142
2673,506,0.001,3,3,0,0,0,1,0,0,2,1,0,0,0,1,0,0,1,12,142
2674,506,0.0001,3,3,0,0,0,1,0,0,2,1,0,0,0,1,0,0,1,12,142
2675,506,0.00001,NA,NA,NA,NA,0,1,0,0,2,1,0,0,0,1,0,0,1,12,142
2676,506,0.000001,NA,NA,NA,NA,0,1,0,0,2,1,0,0,0,1,0,0,1,12,142
2677,507,0.1,3,3,3,3,3,1,0,0,3,1,0,0,0,1,0,0,1,12,142
2678,507,0.01,3,3,2,1,2,1,0,0,3,1,0,0,0,1,0,0,1,12,142
2679,507,0.001,3,3,0,0,0,1,0,0,3,1,0,0,0,1,0,0,1,12,142
2680,507,0.0001,3,3,0,0,0,1,0,0,3,1,0,0,0,1,0,0,1,12,142
2681,507,0.00001,0,2,0,0,0,1,0,0,3,1,0,0,0,1,0,0,1,12,142
2682,507,0.000001,NA,NA,NA,NA,0,1,0,0,3,1,0,0,0,1,0,0,1,12,142
2683,508,0.1,3,3,3,3,3,1,0,0,4,1,0,0,0,1,0,0,1,12,142
2684,508,0.01,3,3,2,2,2,1,0,0,4,1,0,0,0,1,0,0,1,12,142
2685,508,0.001,3,3,1,0,1,1,0,0,4,1,0,0,0,1,0,0,1,12,142
2686,508,0.0001,1,3,0,0,0,1,0,0,4,1,0,0,0,1,0,0,1,12,142
2687,508,0.00001,1,1,0,0,0,1,0,0,4,1,0,0,0,1,0,0,1,12,142
2688,508,0.000001,NA,NA,NA,NA,0,1,0,0,4,1,0,0,0,1,0,0,1,12,142
2689,509,0.1,3,3,3,3,3,1,1,1,1,1,0,0,0,1,0,0,1,12,143
2690,509,0.01,3,3,3,2,3,1,1,1,1,1,0,0,0,1,0,0,1,12,143
2691,509,0.001,3,3,0,2,2,1,1,1,1,1,0,0,0,1,0,0,1,12,143
2692,509,0.0001,1,3,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,12,143
2693,509,0.00001,2,3,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,12,143
2694,509,0.000001,0,3,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,12,143
2695,510,0.1,3,3,3,3,3,1,1,1,2,1,0,0,0,1,0,0,1,12,143
2696,510,0.01,3,3,3,2,3,1,1,1,2,1,0,0,0,1,0,0,1,12,143
2697,510,0.001,3,3,0,2,2,1,1,1,2,1,0,0,0,1,0,0,1,12,143
2698,510,0.0001,2,3,0,1,1,1,1,1,2,1,0,0,0,1,0,0,1,12,143
2699,510,0.00001,2,3,0,0,0,1,1,1,2,1,0,0,0,1,0,0,1,12,143
2700,510,0.000001,NA,NA,NA,NA,0,1,1,1,2,1,0,0,0,1,0,0,1,12,143
2701,511,0.1,3,3,2,3,3,1,1,1,3,1,0,0,0,1,0,0,1,12,143
2702,511,0.01,3,3,3,3,3,1,1,1,3,1,0,0,0,1,0,0,1,12,143
2703,511,0.001,3,3,0,2,2,1,1,1,3,1,0,0,0,1,0,0,1,12,143
2704,511,0.0001,2,3,0,0,0,1,1,1,3,1,0,0,0,1,0,0,1,12,143
2705,511,0.00001,1,2,0,0,0,1,1,1,3,1,0,0,0,1,0,0,1,12,143
2706,511,0.000001,NA,NA,NA,NA,0,1,1,1,3,1,0,0,0,1,0,0,1,12,143
2707,512,0.1,3,3,3,3,3,1,1,1,4,1,0,0,0,1,0,0,1,12,143
2708,512,0.01,3,3,3,3,3,1,1,1,4,1,0,0,0,1,0,0,1,12,143
2709,512,0.001,3,3,0,2,2,1,1,1,4,1,0,0,0,1,0,0,1,12,143
2710,512,0.0001,1,3,2,1,2,1,1,1,4,1,0,0,0,1,0,0,1,12,143
2711,512,0.00001,1,3,0,0,0,1,1,1,4,1,0,0,0,1,0,0,1,12,143
2712,512,0.000001,NA,NA,NA,NA,0,1,1,1,4,1,0,0,0,1,0,0,1,12,143
2713,513,0.1,3,3,3,3,3,1,1,0,1,1,0,0,0,1,0,0,1,12,144
2714,513,0.01,3,3,1,2,2,1,1,0,1,1,0,0,0,1,0,0,1,12,144
2715,513,0.001,3,3,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,12,144
2716,513,0.0001,1,3,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,12,144
2717,513,0.00001,0,2,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,12,144
2718,513,0.000001,NA,NA,NA,NA,0,1,1,0,1,1,0,0,0,1,0,0,1,12,144
2719,514,0.1,3,3,2,2,2,1,1,0,2,1,0,0,0,1,0,0,1,12,144
2720,514,0.01,3,3,1,3,3,1,1,0,2,1,0,0,0,1,0,0,1,12,144
2721,514,0.001,3,3,0,0,0,1,1,0,2,1,0,0,0,1,0,0,1,12,144
2722,514,0.0001,3,3,0,1,1,1,1,0,2,1,0,0,0,1,0,0,1,12,144
2723,514,0.00001,0,1,0,0,0,1,1,0,2,1,0,0,0,1,0,0,1,12,144
2724,514,0.000001,NA,NA,NA,NA,0,1,1,0,2,1,0,0,0,1,0,0,1,12,144
2725,515,0.1,3,3,3,1,3,1,1,0,3,1,0,0,0,1,0,0,1,12,144
2726,515,0.01,3,3,0,3,3,1,1,0,3,1,0,0,0,1,0,0,1,12,144
2727,515,0.001,3,3,0,2,2,1,1,0,3,1,0,0,0,1,0,0,1,12,144
2728,515,0.0001,2,3,0,1,1,1,1,0,3,1,0,0,0,1,0,0,1,12,144
2729,515,0.00001,NA,NA,NA,NA,0,1,1,0,3,1,0,0,0,1,0,0,1,12,144
2730,515,0.000001,NA,NA,NA,NA,0,1,1,0,3,1,0,0,0,1,0,0,1,12,144
2731,516,0.1,3,3,3,1,3,1,1,0,4,1,0,0,0,1,0,0,1,12,144
2732,516,0.01,3,3,1,3,3,1,1,0,4,1,0,0,0,1,0,0,1,12,144
2733,516,0.001,3,3,0,1,1,1,1,0,4,1,0,0,0,1,0,0,1,12,144
2734,516,0.0001,2,3,0,0,0,1,1,0,4,1,0,0,0,1,0,0,1,12,144
2735,516,0.00001,NA,NA,NA,NA,0,1,1,0,4,1,0,0,0,1,0,0,1,12,144
2736,516,0.000001,NA,NA,NA,NA,0,1,1,0,4,1,0,0,0,1,0,0,1,12,144
2737,517,0.1,1,3,2,0,2,0,0,1,1,0,1,0,0,1,0,0,1,12,145
2738,517,0.01,0,3,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,12,145
2739,517,0.001,0,3,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,12,145
2740,517,0.0001,0,3,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,12,145
2741,517,0.00001,NA,NA,NA,NA,0,0,0,1,1,0,1,0,0,1,0,0,1,12,145
2742,517,0.000001,NA,NA,NA,NA,0,0,0,1,1,0,1,0,0,1,0,0,1,12,145
2743,518,0.1,2,3,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1,12,145
2744,518,0.01,0,3,1,2,2,0,0,1,2,0,1,0,0,1,0,0,1,12,145
2745,518,0.001,0,3,0,1,1,0,0,1,2,0,1,0,0,1,0,0,1,12,145
2746,518,0.0001,0,1,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1,12,145
2747,518,0.00001,NA,NA,NA,NA,0,0,0,1,2,0,1,0,0,1,0,0,1,12,145
2748,518,0.000001,NA,NA,NA,NA,0,0,0,1,2,0,1,0,0,1,0,0,1,12,145
2749,519,0.1,1,3,2,3,3,0,0,1,3,0,1,0,0,1,0,0,1,12,145
2750,519,0.01,0,3,2,0,2,0,0,1,3,0,1,0,0,1,0,0,1,12,145
2751,519,0.001,0,2,1,1,1,0,0,1,3,0,1,0,0,1,0,0,1,12,145
2752,519,0.0001,0,2,0,0,0,0,0,1,3,0,1,0,0,1,0,0,1,12,145
2753,519,0.00001,NA,NA,NA,NA,0,0,0,1,3,0,1,0,0,1,0,0,1,12,145
2754,519,0.000001,0,1,0,0,0,0,0,1,3,0,1,0,0,1,0,0,1,12,145
2755,520,0.1,2,3,3,0,3,0,0,1,4,0,1,0,0,1,0,0,1,12,145
2756,520,0.01,0,3,2,0,2,0,0,1,4,0,1,0,0,1,0,0,1,12,145
2757,520,0.001,0,3,2,0,2,0,0,1,4,0,1,0,0,1,0,0,1,12,145
2758,520,0.0001,NA,NA,NA,NA,0,0,0,1,4,0,1,0,0,1,0,0,1,12,145
2759,520,0.00001,NA,NA,NA,NA,0,0,0,1,4,0,1,0,0,1,0,0,1,12,145
2760,520,0.000001,NA,NA,NA,NA,0,0,0,1,4,0,1,0,0,1,0,0,1,12,145
2761,521,0.1,0,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,12,146
2762,521,0.01,0,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,12,146
2763,521,0.001,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,12,146
2764,521,0.0001,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,12,146
2765,521,0.00001,NA,NA,NA,NA,0,0,0,0,1,0,1,0,0,1,0,0,1,12,146
2766,521,0.000001,NA,NA,NA,NA,0,0,0,0,1,0,1,0,0,1,0,0,1,12,146
2767,522,0.1,0,3,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,12,146
2768,522,0.01,0,2,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,12,146
2769,522,0.001,0,2,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,12,146
2770,522,0.0001,0,3,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,12,146
2771,522,0.00001,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,12,146
2772,522,0.000001,NA,NA,NA,NA,0,0,0,0,2,0,1,0,0,1,0,0,1,12,146
2773,523,0.1,0,3,3,0,3,0,0,0,3,0,1,0,0,1,0,0,1,12,146
2774,523,0.01,0,3,2,0,2,0,0,0,3,0,1,0,0,1,0,0,1,12,146
2775,523,0.001,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,12,146
2776,523,0.0001,NA,NA,NA,NA,0,0,0,0,3,0,1,0,0,1,0,0,1,12,146
2777,523,0.00001,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,12,146
2778,523,0.000001,NA,NA,NA,NA,0,0,0,0,3,0,1,0,0,1,0,0,1,12,146
2779,524,0.1,0,3,1,0,1,0,0,0,4,0,1,0,0,1,0,0,1,12,146
2780,524,0.01,0,3,0,0,0,0,0,0,4,0,1,0,0,1,0,0,1,12,146
2781,524,0.001,0,3,0,0,0,0,0,0,4,0,1,0,0,1,0,0,1,12,146
2782,524,0.0001,0,1,0,0,0,0,0,0,4,0,1,0,0,1,0,0,1,12,146
2783,524,0.00001,NA,NA,NA,NA,0,0,0,0,4,0,1,0,0,1,0,0,1,12,146
2784,524,0.000001,NA,NA,NA,NA,0,0,0,0,4,0,1,0,0,1,0,0,1,12,146
2785,525,0.1,2,3,0,3,3,1,0,1,1,0,1,0,0,1,0,0,1,12,147
2786,525,0.01,2,3,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,12,147
2787,525,0.001,0,3,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,12,147
2788,525,0.0001,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,12,147
2789,525,0.00001,0,2,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,12,147
2790,525,0.000001,NA,NA,NA,NA,0,1,0,1,1,0,1,0,0,1,0,0,1,12,147
2791,526,0.1,1,3,2,0,2,1,0,1,2,0,1,0,0,1,0,0,1,12,147
2792,526,0.01,0,2,2,1,2,1,0,1,2,0,1,0,0,1,0,0,1,12,147
2793,526,0.001,0,2,0,0,0,1,0,1,2,0,1,0,0,1,0,0,1,12,147
2794,526,0.0001,NA,NA,NA,NA,0,1,0,1,2,0,1,0,0,1,0,0,1,12,147
2795,526,0.00001,NA,NA,NA,NA,0,1,0,1,2,0,1,0,0,1,0,0,1,12,147
2796,526,0.000001,NA,NA,NA,NA,0,1,0,1,2,0,1,0,0,1,0,0,1,12,147
2797,527,0.1,1,3,1,1,1,1,0,1,3,0,1,0,0,1,0,0,1,12,147
2798,527,0.01,0,3,0,1,1,1,0,1,3,0,1,0,0,1,0,0,1,12,147
2799,527,0.001,1,3,1,1,1,1,0,1,3,0,1,0,0,1,0,0,1,12,147
2800,527,0.0001,0,2,0,0,0,1,0,1,3,0,1,0,0,1,0,0,1,12,147
2801,527,0.00001,NA,NA,NA,NA,0,1,0,1,3,0,1,0,0,1,0,0,1,12,147
2802,527,0.000001,NA,NA,NA,NA,0,1,0,1,3,0,1,0,0,1,0,0,1,12,147
2803,528,0.1,2,3,1,3,3,1,0,1,4,0,1,0,0,1,0,0,1,12,147
2804,528,0.01,0,3,0,0,0,1,0,1,4,0,1,0,0,1,0,0,1,12,147
2805,528,0.001,0,3,0,0,0,1,0,1,4,0,1,0,0,1,0,0,1,12,147
2806,528,0.0001,0,3,0,0,0,1,0,1,4,0,1,0,0,1,0,0,1,12,147
2807,528,0.00001,NA,NA,NA,NA,0,1,0,1,4,0,1,0,0,1,0,0,1,12,147
2808,528,0.000001,NA,NA,NA,NA,0,1,0,1,4,0,1,0,0,1,0,0,1,12,147
2809,529,0.1,1,3,2,0,2,1,0,0,1,0,1,0,0,1,0,0,1,12,148
2810,529,0.01,0,3,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,12,148
2811,529,0.001,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,12,148
2812,529,0.0001,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,12,148
2813,529,0.00001,NA,NA,NA,NA,0,1,0,0,1,0,1,0,0,1,0,0,1,12,148
2814,529,0.000001,NA,NA,NA,NA,0,1,0,0,1,0,1,0,0,1,0,0,1,12,148
2815,530,0.1,1,3,2,0,2,1,0,0,2,0,1,0,0,1,0,0,1,12,148
2816,530,0.01,0,3,3,0,3,1,0,0,2,0,1,0,0,1,0,0,1,12,148
2817,530,0.001,0,3,2,0,2,1,0,0,2,0,1,0,0,1,0,0,1,12,148
2818,530,0.0001,NA,NA,NA,NA,0,1,0,0,2,0,1,0,0,1,0,0,1,12,148
2819,530,0.00001,NA,NA,NA,NA,0,1,0,0,2,0,1,0,0,1,0,0,1,12,148
2820,530,0.000001,NA,NA,NA,NA,0,1,0,0,2,0,1,0,0,1,0,0,1,12,148
2821,531,0.1,0,3,1,0,1,1,0,0,3,0,1,0,0,1,0,0,1,12,148
2822,531,0.01,0,3,2,0,2,1,0,0,3,0,1,0,0,1,0,0,1,12,148
2823,531,0.001,0,2,1,0,1,1,0,0,3,0,1,0,0,1,0,0,1,12,148
2824,531,0.0001,NA,NA,NA,NA,0,1,0,0,3,0,1,0,0,1,0,0,1,12,148
2825,531,0.00001,NA,NA,NA,NA,0,1,0,0,3,0,1,0,0,1,0,0,1,12,148
2826,531,0.000001,NA,NA,NA,NA,0,1,0,0,3,0,1,0,0,1,0,0,1,12,148
2827,532,0.1,0,3,1,0,1,1,0,0,4,0,1,0,0,1,0,0,1,12,148
2828,532,0.01,0,3,1,0,1,1,0,0,4,0,1,0,0,1,0,0,1,12,148
2829,532,0.001,0,3,0,1,1,1,0,0,4,0,1,0,0,1,0,0,1,12,148
2830,532,0.0001,NA,NA,NA,NA,0,1,0,0,4,0,1,0,0,1,0,0,1,12,148
2831,532,0.00001,NA,NA,NA,NA,0,1,0,0,4,0,1,0,0,1,0,0,1,12,148
2832,532,0.000001,NA,NA,NA,NA,0,1,0,0,4,0,1,0,0,1,0,0,1,12,148
2833,533,0.1,3,3,3,0,3,0,0,1,1,0,0,0,0,0,1,0,1,13,149
2834,533,0.01,3,3,2,0,2,0,0,1,1,0,0,0,0,0,1,0,1,13,149
2835,533,0.001,3,3,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,13,149
2836,533,0.0001,3,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,13,149
2837,533,0.00001,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,13,149
2838,533,0.000001,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,1,0,1,13,149
2839,534,0.1,3,3,3,0,3,0,0,1,2,0,0,0,0,0,1,0,1,13,149
2840,534,0.01,3,3,1,0,1,0,0,1,2,0,0,0,0,0,1,0,1,13,149
2841,534,0.001,3,3,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,13,149
2842,534,0.0001,3,2,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,13,149
2843,534,0.00001,1,2,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,13,149
2844,534,0.000001,NA,NA,NA,NA,0,0,0,1,2,0,0,0,0,0,1,0,1,13,149
2845,535,0.1,3,3,3,0,3,0,0,1,3,0,0,0,0,0,1,0,1,13,149
2846,535,0.01,3,3,0,0,0,0,0,1,3,0,0,0,0,0,1,0,1,13,149
2847,535,0.001,3,3,0,0,0,0,0,1,3,0,0,0,0,0,1,0,1,13,149
2848,535,0.0001,2,2,0,0,0,0,0,1,3,0,0,0,0,0,1,0,1,13,149
2849,535,0.00001,NA,NA,NA,NA,0,0,0,1,3,0,0,0,0,0,1,0,1,13,149
2850,535,0.000001,NA,NA,NA,NA,0,0,0,1,3,0,0,0,0,0,1,0,1,13,149
2851,536,0.1,3,3,2,1,2,0,0,1,4,0,0,0,0,0,1,0,1,13,149
2852,536,0.01,3,3,0,1,1,0,0,1,4,0,0,0,0,0,1,0,1,13,149
2853,536,0.001,3,2,0,0,0,0,0,1,4,0,0,0,0,0,1,0,1,13,149
2854,536,0.0001,1,3,0,0,0,0,0,1,4,0,0,0,0,0,1,0,1,13,149
2855,536,0.00001,NA,NA,NA,NA,0,0,0,1,4,0,0,0,0,0,1,0,1,13,149
2856,536,0.000001,NA,NA,NA,NA,0,0,0,1,4,0,0,0,0,0,1,0,1,13,149
2857,537,0.1,3,3,2,0,2,0,0,0,1,0,0,0,0,0,1,0,1,13,150
2858,537,0.01,3,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,13,150
2859,537,0.001,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,13,150
2860,537,0.0001,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,13,150
2861,537,0.00001,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,13,150
2862,537,0.000001,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,1,0,1,13,150
2863,538,0.1,3,3,1,0,1,0,0,0,2,0,0,0,0,0,1,0,1,13,150
2864,538,0.01,3,3,1,0,1,0,0,0,2,0,0,0,0,0,1,0,1,13,150
2865,538,0.001,3,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,13,150
2866,538,0.0001,3,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,13,150
2867,538,0.00001,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,13,150
2868,538,0.000001,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,13,150
2869,539,0.1,3,3,2,2,2,0,0,0,3,0,0,0,0,0,1,0,1,13,150
2870,539,0.01,3,3,1,0,1,0,0,0,3,0,0,0,0,0,1,0,1,13,150
2871,539,0.001,3,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,13,150
2872,539,0.0001,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,13,150
2873,539,0.00001,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,13,150
2874,539,0.000001,NA,NA,NA,NA,0,0,0,0,3,0,0,0,0,0,1,0,1,13,150
2875,540,0.1,3,3,3,3,3,0,0,0,4,0,0,0,0,0,1,0,1,13,150
2876,540,0.01,3,3,2,0,2,0,0,0,4,0,0,0,0,0,1,0,1,13,150
2877,540,0.001,3,2,1,0,1,0,0,0,4,0,0,0,0,0,1,0,1,13,150
2878,540,0.0001,3,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,13,150
2879,540,0.00001,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,13,150
2880,540,0.000001,NA,NA,NA,NA,0,0,0,0,4,0,0,0,0,0,1,0,1,13,150
2881,541,0.1,3,3,3,3,3,1,0,1,1,0,0,0,0,0,1,0,1,13,151
2882,541,0.01,3,3,2,1,2,1,0,1,1,0,0,0,0,0,1,0,1,13,151
2883,541,0.001,3,3,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,13,151
2884,541,0.0001,3,2,2,0,2,1,0,1,1,0,0,0,0,0,1,0,1,13,151
2885,541,0.00001,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,13,151
2886,541,0.000001,NA,NA,NA,NA,0,1,0,1,1,0,0,0,0,0,1,0,1,13,151
2887,542,0.1,3,3,1,1,1,1,0,1,2,0,0,0,0,0,1,0,1,13,151
2888,542,0.01,3,3,0,0,0,1,0,1,2,0,0,0,0,0,1,0,1,13,151
2889,542,0.001,3,2,0,0,0,1,0,1,2,0,0,0,0,0,1,0,1,13,151
2890,542,0.0001,3,1,0,0,0,1,0,1,2,0,0,0,0,0,1,0,1,13,151
2891,542,0.00001,1,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,1,13,151
2892,542,0.000001,NA,NA,NA,NA,0,1,0,1,2,0,0,0,0,0,1,0,1,13,151
2893,543,0.1,3,3,3,2,3,1,0,1,3,0,0,0,0,0,1,0,1,13,151
2894,543,0.01,3,3,0,0,0,1,0,1,3,0,0,0,0,0,1,0,1,13,151
2895,543,0.001,3,2,0,0,0,1,0,1,3,0,0,0,0,0,1,0,1,13,151
2896,543,0.0001,3,1,0,0,0,1,0,1,3,0,0,0,0,0,1,0,1,13,151
2897,543,0.00001,0,1,0,0,0,1,0,1,3,0,0,0,0,0,1,0,1,13,151
2898,543,0.000001,NA,NA,NA,NA,0,1,0,1,3,0,0,0,0,0,1,0,1,13,151
2899,544,0.1,3,3,3,3,3,1,0,1,4,0,0,0,0,0,1,0,1,13,151
2900,544,0.01,3,3,1,1,1,1,0,1,4,0,0,0,0,0,1,0,1,13,151
2901,544,0.001,3,2,0,0,0,1,0,1,4,0,0,0,0,0,1,0,1,13,151
2902,544,0.0001,3,3,0,0,0,1,0,1,4,0,0,0,0,0,1,0,1,13,151
2903,544,0.00001,NA,NA,NA,NA,0,1,0,1,4,0,0,0,0,0,1,0,1,13,151
2904,544,0.000001,NA,NA,NA,NA,0,1,0,1,4,0,0,0,0,0,1,0,1,13,151
2905,545,0.1,3,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,13,152
2906,545,0.01,3,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,13,152
2907,545,0.001,3,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,13,152
2908,545,0.0001,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,13,152
2909,545,0.00001,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,13,152
2910,545,0.000001,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,1,0,1,13,152
2911,546,0.1,3,3,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,13,152
2912,546,0.01,3,3,2,2,2,1,0,0,2,0,0,0,0,0,1,0,1,13,152
2913,546,0.001,3,3,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,13,152
2914,546,0.0001,3,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,13,152
2915,546,0.00001,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,13,152
2916,546,0.000001,NA,NA,NA,NA,0,1,0,0,2,0,0,0,0,0,1,0,1,13,152
2917,547,0.1,3,3,3,3,3,1,0,0,3,0,0,0,0,0,1,0,1,13,152
2918,547,0.01,3,3,0,0,0,1,0,0,3,0,0,0,0,0,1,0,1,13,152
2919,547,0.001,3,3,0,0,0,1,0,0,3,0,0,0,0,0,1,0,1,13,152
2920,547,0.0001,3,3,0,0,0,1,0,0,3,0,0,0,0,0,1,0,1,13,152
2921,547,0.00001,NA,NA,NA,NA,0,1,0,0,3,0,0,0,0,0,1,0,1,13,152
2922,547,0.000001,NA,NA,NA,NA,0,1,0,0,3,0,0,0,0,0,1,0,1,13,152
2923,548,0.1,3,3,0,1,1,1,0,0,4,0,0,0,0,0,1,0,1,13,152
2924,548,0.01,3,3,1,0,1,1,0,0,4,0,0,0,0,0,1,0,1,13,152
2925,548,0.001,3,3,0,0,0,1,0,0,4,0,0,0,0,0,1,0,1,13,152
2926,548,0.0001,3,2,0,0,0,1,0,0,4,0,0,0,0,0,1,0,1,13,152
2927,548,0.00001,0,1,0,0,0,1,0,0,4,0,0,0,0,0,1,0,1,13,152
2928,548,0.000001,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,1,13,152
2929,549,0.1,3,3,1,3,3,0,0,1,1,1,0,0,0,0,1,0,1,13,153
2930,549,0.01,3,3,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,13,153
2931,549,0.001,3,3,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,13,153
2932,549,0.0001,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,13,153
2933,549,0.00001,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,13,153
2934,549,0.000001,NA,NA,NA,NA,0,0,0,1,1,1,0,0,0,0,1,0,1,13,153
2935,550,0.1,3,3,1,3,3,0,0,1,2,1,0,0,0,0,1,0,1,13,153
2936,550,0.01,3,3,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,13,153
2937,550,0.001,3,3,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,13,153
2938,550,0.0001,1,2,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,13,153
2939,550,0.00001,1,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,13,153
2940,550,0.000001,NA,NA,NA,NA,0,0,0,1,2,1,0,0,0,0,1,0,1,13,153
2941,551,0.1,3,3,1,1,1,0,0,1,3,1,0,0,0,0,1,0,1,13,153
2942,551,0.01,3,3,0,1,1,0,0,1,3,1,0,0,0,0,1,0,1,13,153
2943,551,0.001,3,3,0,0,0,0,0,1,3,1,0,0,0,0,1,0,1,13,153
2944,551,0.0001,1,0,0,0,0,0,0,1,3,1,0,0,0,0,1,0,1,13,153
2945,551,0.00001,NA,NA,NA,NA,0,0,0,1,3,1,0,0,0,0,1,0,1,13,153
2946,551,0.000001,NA,NA,NA,NA,0,0,0,1,3,1,0,0,0,0,1,0,1,13,153
2947,552,0.1,3,3,1,1,1,0,0,1,4,1,0,0,0,0,1,0,1,13,153
2948,552,0.01,3,3,0,1,1,0,0,1,4,1,0,0,0,0,1,0,1,13,153
2949,552,0.001,2,3,0,0,0,0,0,1,4,1,0,0,0,0,1,0,1,13,153
2950,552,0.0001,1,1,0,0,0,0,0,1,4,1,0,0,0,0,1,0,1,13,153
2951,552,0.00001,NA,NA,NA,NA,0,0,0,1,4,1,0,0,0,0,1,0,1,13,153
2952,552,0.000001,NA,NA,NA,NA,0,0,0,1,4,1,0,0,0,0,1,0,1,13,153
2953,553,0.1,3,3,2,3,3,0,0,0,1,1,0,0,0,0,1,0,1,13,154
2954,553,0.01,3,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,13,154
2955,553,0.001,3,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,13,154
2956,553,0.0001,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,13,154
